id1	id2	promoterdis	length1	length2	overlap	overlapc
AT5G51130	AT5G51140	5146	2428	2874	154	A
AT1G27710	AT1G27720	5148	881	5135	866	A
AT3G46520	AT3G46530	5153	3256	2807	908	A
AT4G24010	AT4G24015	5154	3728	1530	102	A
AT1G05450	AT1G05460	5164	1339	3893	66	A
AT2G21530	AT2G21540	5172	1253	3992	71	A
AT2G42150	AT2G42160	5174	2375	2834	33	A
AT5G13130	AT5G13140	5183	4035	1243	93	A
AT2G36355	AT2G36360	5185	983	4689	485	A
AT3G20790	AT3G20800	5188	2462	2807	79	A
AT1G23880	AT1G23890	5193	3155	2061	21	A
AT3G54510	AT3G54520	5195	3582	1686	71	A
AT5G19140	AT5G19150	5195	2752	5164	2719	A
AT1G18880	AT1G18890	5197	2648	3155	604	A
AT4G12005	AT4G12010	5207	863	4581	235	A
AT4G38020	AT4G38030	5207	1558	3658	7	A
AT3G02370	AT3G02380	5211	3584	2399	770	A
AT2G01270	AT2G01275	5215	3252	2027	62	A
AT3G26840	AT3G26850	5215	3547	2465	795	A
AT5G18730	AT5G18735	5215	2645	4167	1595	A
AT2G19180	AT2G19190	5222	1502	3896	174	A
AT5G04320	AT5G04330	5226	3333	1908	13	A
AT5G15240	AT5G15250	5226	2805	2445	22	A
AT5G26030	AT5G26040	5231	2735	2531	33	A
AT3G20350	AT3G20360	5232	3392	1867	25	A
AT1G21880	AT1G21890	5238	2217	3079	56	A
AT4G13360	AT4G13370	5239	2702	2540	1	A
AT4G36940	AT4G36945	5241	3159	2163	79	A
AT3G59290	AT3G59295	5255	6360	601	600	B
AT2G44880	AT2G44890	5263	3198	2094	27	A
AT1G03030	AT1G03040	5266	2565	2725	22	A
AT3G02840	AT3G02850	5274	1289	4003	16	A
AT1G74430	AT1G74440	5277	2082	3955	758	A
AT5G64960	AT5G64970	5277	3254	2639	614	A
AT5G11350	AT5G11360	5281	4192	1166	75	A
AT5G66410	AT5G66420	5282	1891	3398	5	A
AT3G02400	AT3G02410	5288	2258	5289	2257	A
AT3G56960	AT3G56970	5288	4464	1211	385	A
AT5G07830	AT5G07840	5290	3564	1778	50	A
AT5G16030	AT5G16040	5293	2501	2799	5	A
AT3G12660	AT3G12670	5297	768	5327	767	B
AT3G18300	AT3G18310	5302	2450	2870	16	A
AT4G26470	AT4G26480	5307	1436	3900	27	A
AT3G59030	AT3G59040	5309	2401	3005	95	A
AT1G75360	AT1G75370	5310	2002	3472	162	A
AT4G28640	AT4G28650	5313	1742	3580	7	A
AT3G07170	AT3G07180	5316	2119	3217	18	A
AT1G17810	AT1G17820	5320	1603	3809	90	A
AT3G01610	AT3G01620	5325	3637	1772	82	A
AT5G08510	AT5G08520	5326	2758	3024	454	A
AT2G41540	AT2G41550	5327	3390	2288	349	A
AT2G47380	AT2G47390	5331	1125	4286	78	A
AT4G11373	AT4G11375	5332	5780	4432	4431	B
AT2G40630	AT2G40640	5334	3711	2252	627	A
AT5G62520	AT5G62530	5340	1964	3769	391	A
AT2G32710	AT2G32720	5348	3376	2899	925	A
AT1G48960	AT1G48970	5349	1250	4120	19	A
AT4G03410	AT4G03415	5360	2532	2945	115	A
AT2G30600	AT2G30615	5362	4392	1502	530	A
AT4G26680	AT4G26690	5367	1980	3585	196	A
AT1G30800	AT1G30810	5369	1177	5528	1176	B
AT1G07870	AT1G07850	5386	3319	2521	452	A
AT1G52500	AT1G52510	5391	3234	3696	1537	A
AT1G15430	AT1G15440	5400	1990	3434	22	A
AT3G05310	AT3G05320	5408	3142	2507	239	A
AT3G20730	AT3G20740	5413	1983	3468	36	A
AT1G79890	AT1G79900	5417	3685	1982	248	A
AT1G62740	AT1G62750	5443	2553	2911	19	A
AT1G27980	AT1G27990	5446	4264	1211	27	A
AT4G35850	AT4G35860	5451	3443	2062	52	A
AT3G02500	AT3G02510	5464	2583	2930	47	A
AT4G02400	AT4G02405	5472	3800	1788	114	A
AT5G12910	AT5G12920	5472	396	5177	99	A
AT2G46910	AT2G46915	5480	1671	3875	64	A
AT2G27600	AT2G27610	5485	2880	2607	0	A
AT3G58510	AT3G58520	5496	3743	1779	24	A
AT2G30690	AT2G30695	5508	3151	3941	1582	A
AT5G43860	AT5G43870	5516	1870	4520	872	A
AT1G47330	AT1G47340	5517	2823	2718	22	A
AT5G15790	AT5G15800	5531	2712	2920	99	A
AT5G35390	AT5G35400	5531	2446	3136	49	A
AT5G64600	AT5G64610	5532	3189	2364	19	A
AT2G31790	AT2G31800	5538	2149	3417	26	A
AT3G10710	AT3G10720	5540	2195	3349	2	A
AT2G46450	AT2G46455	5547	4034	1699	184	A
AT2G22520	AT2G22530	5550	726	4849	23	A
AT3G11830	AT3G11840	5555	3700	1882	25	A
AT3G61160	AT3G61170	5556	3015	2669	126	A
AT5G22830	AT5G22840	5557	3320	2246	7	A
AT5G19210	AT5G19220	5562	2599	2985	20	A
AT2G41760	AT2G41770	5566	2683	2891	6	A
AT3G59110	AT3G59120	5569	3470	2427	326	A
AT4G29210	AT4G29220	5569	2518	3076	23	A
AT4G17010	AT4G17020	5570	2081	3526	35	A
AT5G49530	AT5G49540	5577	4061	1538	20	A
AT4G15030	AT4G15040	5579	3507	2948	874	A
AT3G61300	AT3G61310	5580	3050	5541	3009	A
AT1G69010	AT1G69020	5582	2637	3326	379	A
AT1G49720	AT1G49730	5589	2522	3176	107	A
AT1G26530	AT1G26540	5593	2211	3405	21	A
AT1G24735	AT1G24764	5605	1782	3924	99	A
AT3G63470	AT3G63480	5614	2487	3202	73	A
AT2G42520	AT2G42530	5623	4075	1841	291	A
AT2G31260	AT2G31265	5630	5664	184	183	B
AT5G63480	AT5G63490	5633	1803	3873	41	A
AT5G04660	AT5G04670	5636	1764	5662	1763	B
AT1G24340	AT1G24350	5640	3754	2306	418	A
AT4G14730	AT4G14740	5662	1809	3871	16	A
AT5G10080	AT5G10090	5663	2909	2756	0	A
AT4G26300	AT4G26288	5671	4934	874	135	A
AT5G51480	AT5G51490	5675	3344	2370	37	A
AT5G11010	AT5G11020	5684	2635	3075	24	A
AT2G41490	AT2G41500	5710	2492	3297	77	A
AT3G46220	AT3G46230	5717	5101	671	53	A
AT1G18180	AT1G18190	5721	2165	3607	49	A
AT1G20540	AT1G20550	5722	2753	3091	120	A
AT2G37140	AT2G37150	5724	653	5446	373	A
AT1G03290	AT1G03300	5725	5856	2054	2053	B
AT3G19480	AT3G19490	5726	2252	3575	99	A
AT3G02160	AT3G02170	5735	2300	3747	310	A
AT5G57240	AT5G57250	5737	2605	3777	643	A
AT5G05190	AT5G05200	5744	2684	3085	23	A
AT5G48965	AT5G48970	5747	2869	2896	16	A
AT3G53530	AT3G53540	5747	1533	4253	37	A
AT4G03260	AT4G03270	5759	4589	2018	846	A
AT5G42310	AT5G42320	5772	2727	3065	18	A
AT4G17150	AT4G17160	5775	4032	1880	135	A
AT1G13930	AT1G13940	5777	1710	4149	80	A
AT2G41705	AT2G41710	5780	2812	3017	47	A
AT3G09085	AT3G09090	5797	608	5233	42	A
AT1G25380	AT1G25390	5799	2921	3306	426	A
AT5G56870	AT5G56880	5800	5764	946	908	A
AT3G23070	AT3G23080	5801	3967	1903	67	A
AT5G13560	AT5G13565	5811	5045	789	21	A
AT4G11890	AT4G11900	5816	2078	3779	39	A
AT3G08010	AT3G08020	5822	1464	4412	52	A
AT3G05410	AT3G05415	5827	6772	5052	5051	B
AT5G67230	AT5G67240	5827	1819	4081	71	A
AT1G26700	AT1G26710	5828	5060	879	109	A
AT2G19490	AT2G19500	5835	2714	3152	29	A
AT2G24350	AT2G24360	5837	3439	2434	34	A
AT5G41880	AT5G41890	5856	3431	2492	65	A
AT1G49960	AT1G49970	5862	3248	2711	95	A
AT3G23480	AT3G23490	5874	4198	2004	326	A
AT3G12990	AT3G13000	5882	1720	4353	189	A
AT1G06560	AT1G06570	5892	4326	1653	85	A
AT3G59300	AT3G59310	5910	3618	2690	396	A
AT2G39820	AT2G39830	5924	1525	4408	7	A
AT5G52190	AT5G52170	5941	913	6063	912	B
AT3G24715	AT3G24730	5951	5369	1137	553	A
AT2G43480	AT2G43490	5957	1451	4533	25	A
AT1G53090	AT1G53100	5965	3718	2251	2	A
AT2G11240	AT2G11215	5972	6063	93	92	B
AT3G63490	AT3G63500	5980	2051	3956	25	A
AT5G42810	AT5G42820	5980	2628	3505	151	A
AT3G24929	AT3G24982	5990	5626	3972	3606	A
AT1G50810	AT1G50820	5993	4105	7156	4104	B
AT2G23460	AT2G23470	5995	3608	2528	139	A
AT1G71300	AT1G71310	6000	4256	2320	574	A
AT5G25520	AT5G25530	6013	4485	1858	328	A
AT1G73380	AT1G73390	6044	1736	4313	3	A
AT1G78910	AT1G78915	6053	2491	3626	62	A
AT2G45720	AT2G45730	6062	3289	2796	21	A
AT5G63640	AT5G63650	6064	3704	2466	104	A
AT3G27690	AT3G27700	6069	1584	5081	594	A
AT2G36010	AT2G36020	6072	3669	2469	64	A
AT5G12970	AT5G12980	6117	3300	2850	31	A
AT1G11790	AT1G11800	6137	4067	2107	35	A
AT1G64600	AT1G64610	6149	2924	3334	107	A
AT5G13260	AT5G13270	6167	3784	2447	62	A
AT2G22730	AT2G22740	6180	3276	4401	1495	A
AT1G60220	AT1G60230	6187	3896	2348	55	A
AT5G24620	AT5G24630	6189	2411	3810	30	A
AT5G58940	AT5G58950	6196	3509	2710	21	A
AT3G61560	AT3G61570	6197	2451	4498	750	A
AT1G64960	AT1G64970	6224	4369	1900	43	A
AT4G25610	AT4G25620	6225	4002	2248	23	A
AT1G15240	AT1G15250	6226	5242	1013	27	A
AT3G10405	AT3G10390	6229	2833	3472	74	A
AT2G40850	AT2G40860	6241	2670	3829	256	A
AT5G06930	AT5G06940	6246	3826	2884	462	A
AT3G29320	AT3G29330	6248	4889	1391	30	A
AT5G48730	AT5G48740	6259	2163	4175	77	A
AT1G13960	AT1G13970	6263	3138	3196	69	A
AT5G03330	AT5G03340	6264	3438	3244	416	A
AT2G18220	AT2G18230	6280	3909	2394	21	A
AT3G07400	AT3G07410	6284	5224	1094	32	A
AT4G27290	AT4G27300	6303	3127	3178	0	A
AT1G27880	AT1G27890	6315	5506	1041	230	A
AT3G54980	AT3G54990	6317	4057	2805	543	A
AT5G15440	AT5G15450	6339	2166	4249	74	A
AT1G11303	AT1G11310	6364	3185	3244	63	A
AT4G27590	AT4G27595	6369	1506	5374	509	A
AT1G17840	AT1G17850	6376	3651	2809	82	A
AT3G20240	AT3G20250	6387	2048	4362	21	A
AT1G53190	AT1G53200	6389	3261	3132	2	A
AT5G16300	AT5G16310	6390	4538	1895	41	A
AT4G18480	AT4G18465	6391	1630	4787	24	A
AT3G56030	AT3G56040	6397	1360	5046	7	A
AT1G22250	AT1G22260	6399	903	5634	136	A
AT3G21220	AT3G21230	6407	2895	3861	347	A
AT4G01790	AT4G01800	6408	1037	5472	99	A
AT3G57620	AT3G57630	6432	1769	4692	27	A
AT1G07560	AT1G07570	6452	3834	2632	12	A
AT3G10820	AT3G10840	6458	3926	3384	850	A
AT1G65960	AT1G65970	6482	5924	896	336	A
AT1G53490	AT1G53500	6490	3686	2814	8	A
AT3G50100	AT3G50110	6507	2381	4205	77	A
AT4G28760	AT4G28770	6509	4529	2115	133	A
AT5G37630	AT5G37640	6523	5580	969	24	A
AT1G26130	AT1G26140	6524	6084	833	391	A
AT1G31220	AT1G31230	6576	1986	4655	63	A
AT1G54360	AT1G54370	6587	2673	3955	39	A
AT3G16460	AT3G16470	6604	3082	3943	419	A
AT4G16670	AT4G16680	6607	2636	4334	361	A
AT4G00750	AT4G00752	6609	3346	3372	107	A
AT3G14890	AT3G14900	6616	4572	2052	6	A
AT2G24420	AT2G24430	6687	3458	3321	90	A
AT2G27150	AT2G27160	6689	6724	985	984	B
AT1G29830	AT1G29840	6700	4605	2135	38	A
AT3G21100	AT3G21110	6715	3567	3198	48	A
AT2G34110	AT2G34090	6724	10767	3129	3128	B
AT1G65080	AT1G65090	6737	4309	2471	41	A
AT4G32660	AT4G32670	6747	3185	3567	3	A
AT2G23740	AT2G23755	6785	6127	1223	563	A
AT1G16770	AT1G16780	6797	1539	5363	103	A
AT3G62140	AT3G62150	6801	1469	5378	44	A
AT3G26450	AT3G26440	6804	1954	6936	1953	B
AT4G14180	AT4G14190	6851	5896	1672	715	A
AT2G47820	AT2G47830	6877	3686	3199	6	A
AT1G24310	AT1G24320	6882	2293	4713	122	A
AT2G39270	AT2G39280	6917	1703	5361	145	A
AT4G38500	AT4G38510	6922	2648	4301	25	A
AT1G31910	AT1G31920	6949	7095	1938	1937	B
AT1G72180	AT1G72190	6949	4561	2392	2	A
AT4G33290	AT4G33300	6953	1293	6071	409	A
AT1G11090	AT1G11100	6954	1146	5915	105	A
AT4G17380	AT4G17390	6964	5452	1557	43	A
AT2G33490	AT2G33500	6968	4843	2244	117	A
AT1G77270	AT1G77280	6972	3634	3529	189	A
AT2G20635	AT2G20650	6979	3339	3997	355	A
AT4G36130	AT4G36140	7011	1188	5965	140	A
AT4G08780	AT4G08790	7014	4186	2860	30	A
AT5G22760	AT5G22765	7047	6630	482	63	A
AT4G10720	AT4G10730	7058	1763	5461	164	A
AT5G35360	AT5G35370	7101	4315	2839	51	A
AT4G03070	AT4G03080	7106	1330	5844	66	A
AT3G21810	AT3G21820	7139	4261	3007	127	A
AT5G10720	AT5G10730	7141	4786	2376	19	A
AT2G22000	AT2G22010	7149	892	6353	94	A
AT2G25930	AT2G25940	7149	4284	2884	17	A
AT3G55470	AT3G55480	7154	2249	4987	80	A
AT3G15380	AT3G15390	7171	3330	3873	30	A
AT5G06220	AT5G06230	7238	5706	2248	714	A
AT3G45740	AT3G45750	7239	2780	4486	25	A
AT5G07640	AT5G07650	7250	1477	5874	99	A
AT2G43890	AT2G43900	7258	2348	5502	590	A
AT1G04130	AT1G04140	7260	2295	4989	22	A
AT1G03770	AT1G03780	7278	3111	4331	162	A
AT1G19485	AT1G19490	7295	4832	2530	65	A
AT4G05190	AT4G05200	7320	5151	2686	515	A
AT1G48540	AT1G48550	7324	5230	2124	28	A
AT5G27020	AT5G27030	7330	781	6667	116	A
AT5G13690	AT5G13700	7342	4618	3027	301	A
AT3G10350	AT3G10360	7346	2653	4738	43	A
AT1G04900	AT1G04910	7347	4054	3309	14	A
AT3G03800	AT3G03810	7364	2642	4767	43	A
AT1G43850	AT1G43860	7373	4784	3736	1145	A
AT2G26270	AT2G26280	7419	3975	3502	56	A
AT5G12350	AT5G12360	7420	5481	2044	103	A
AT5G10510	AT5G10520	7430	4812	3066	446	A
AT1G34210	AT1G34220	7434	4342	3099	5	A
AT2G33160	AT2G33170	7444	2843	4749	146	A
AT1G16270	AT1G16280	7496	5075	2938	515	A
AT5G42480	AT5G42490	7506	3191	4475	158	A
AT5G03420	AT5G03430	7509	3337	4206	32	A
AT3G60150	AT3G60160	7515	1541	6224	248	A
AT4G24610	AT4G24615	7536	7632	329	328	B
AT5G16770	AT5G16780	7544	2437	6555	1446	A
AT4G23530	AT4G23540	7549	1937	6041	427	A
AT2G01680	AT2G01690	7554	3017	5113	574	A
AT5G14760	AT5G14770	7570	3891	3717	36	A
AT2G02630	AT2G02635	7613	2056	6103	544	A
AT3G28370	AT3G28380	7667	4085	4503	919	A
AT5G60730	AT5G60740	7727	2855	4959	85	A
AT5G16840	AT5G16850	7733	2278	5478	21	A
AT5G65620	AT5G65630	7745	4051	3743	47	A
AT4G26970	AT4G26980	7785	5703	2122	38	A
AT3G55310	AT3G55320	7790	1283	6542	33	A
AT3G53090	AT3G53100	7807	6184	2234	609	A
AT1G76850	AT1G76860	7820	6555	1289	22	A
AT3G44050	AT3G44060	7880	6601	1454	173	A
AT2G31820	AT2G31830	7979	2875	5318	212	A
AT5G08400	AT5G08390	7987	2489	6315	815	A
AT3G53580	AT3G53590	7988	2354	5870	234	A
AT5G54270	AT5G54280	8001	1086	6976	59	A
AT2G32410	AT2G32415	8028	3573	4499	42	A
AT1G68980	AT1G68990	8041	2076	6000	33	A
AT1G10070	AT1G10090	8043	2385	5864	204	A
AT3G11560	AT3G11570	8050	6292	2521	761	A
AT1G52010	AT1G52020	8064	2337	5772	43	A
AT1G19850	AT1G19860	8083	4736	3371	22	A
AT2G30910	AT2G30920	8097	4308	3798	7	A
AT3G58780	AT3G58790	8135	4358	4222	443	A
AT4G04930	AT4G04940	8164	2093	6190	117	A
AT1G10490	AT1G10500	8185	6853	1370	36	A
AT4G15720	AT4G15730	8205	2081	6133	7	A
AT4G18050	AT4G18060	8247	5640	3384	775	A
AT4G24480	AT4G24490	8363	5113	3290	38	A
AT1G78970	AT1G78980	8366	5121	3797	550	A
AT4G32175	AT4G32180	8416	2169	6266	17	A
AT2G15900	AT2G15910	8425	5696	3109	378	A
AT4G23000	AT4G23010	8458	5807	2654	1	A
AT5G51630	AT5G51640	8540	6813	2456	727	A
AT5G46330	AT5G46340	8547	4334	4386	171	A
AT5G07940	AT5G07950	8555	6841	1844	128	A
AT2G37690	AT2G37700	8559	4894	3699	32	A
AT4G18596	AT4G18600	8574	3000	7913	2337	A
AT3G60730	AT3G60740	8631	2384	6273	24	A
AT5G62230	AT5G62240	8654	6311	2426	81	A
AT1G22610	AT1G22620	8689	3392	8824	3391	B
AT5G62670	AT5G62680	8709	5969	2782	40	A
AT3G27720	AT3G27730	8770	1746	7549	523	A
AT2G17140	AT2G17150	8777	4090	4900	211	A
AT3G54450	AT3G54460	8853	3566	5332	43	A
AT1G09050	AT1G09060	8858	4144	4763	47	A
AT2G25840	AT2G25850	8903	3479	5464	38	A
AT2G34780	AT2G34790	8958	5465	3559	64	A
AT2G40720	AT2G40730	8968	2583	6387	0	A
AT5G08695	AT5G08710	9021	5503	3566	46	A
AT4G16915	AT4G16920	9076	1974	7851	747	A
AT5G61980	AT5G61990	9078	5921	3526	367	A
AT3G21180	AT3G21190	9084	6890	2245	49	A
AT3G12020	AT3G12030	9095	9167	698	697	B
AT2G25530	AT2G25540	9184	3852	5422	88	A
AT1G74750	AT1G74770	9203	3890	5785	470	A
AT3G18100	AT3G18110	9217	4229	5026	36	A
AT1G76780	AT1G76790	9222	7823	1402	1	A
AT3G10180	AT3G10185	9289	8687	758	154	A
AT3G15870	AT3G15880	9360	1657	8168	463	A
AT3G20430	AT3G20440	9372	2096	7296	18	A
AT1G44120	AT1G44130	9377	7565	1929	115	A
AT2G42270	AT2G42280	9411	7258	2237	82	A
AT5G67100	AT5G67110	9478	9479	1326	1325	A
AT3G06810	AT3G06820	9612	4369	5251	6	A
AT5G57150	AT5G57160	9652	2799	6862	7	A
AT1G23935	AT1G23950	9660	7817	1885	40	A
AT5G52280	AT5G52290	9721	3411	6331	19	A
AT5G63960	AT5G63970	9792	7328	2489	23	A
AT1G22050	AT1G22060	9863	1477	8477	89	A
AT3G22780	AT3G22790	9879	3317	6564	0	A
AT1G01040	AT1G01050	9996	8107	1910	19	A
AT3G60961	AT3G60965	10074	11211	9903	9902	B
AT4G16310	AT4G16330	10115	8293	2245	421	A
AT3G33530	AT3G33520	10238	8352	1909	21	A
AT5G10540	AT5G10550	10285	10160	2473	2346	A
AT1G17750	AT1G17760	10294	3798	6509	11	A
AT5G01760	AT5G01770	10328	2618	8341	629	A
AT1G31800	AT1G31810	10408	3236	7203	29	A
AT1G01310	AT1G01320	10423	977	9511	63	A
AT3G07970	AT3G07980	10447	2701	7758	10	A
AT4G11660	AT4G11670	10540	2080	8922	460	A
AT3G12810	AT3G12820	10601	9153	1789	339	A
AT1G59750	AT1G59760	10673	4928	5766	19	A
AT5G53430	AT5G53440	11102	6977	4757	630	A
AT1G16790	AT1G16800	11133	925	10985	775	A
AT4G31210	AT4G31230	11167	7609	4061	501	A
AT2G22610	AT2G22620	11241	5357	5890	4	A
AT4G17600	AT4G17610	11438	1787	10109	456	A
AT2G37280	AT2G37290	11566	6489	5309	230	A
AT2G46020	AT2G46030	11605	9523	2120	36	A
AT3G60910	AT3G60920	11700	1829	9917	44	A
AT1G08830	AT1G08840	11737	2132	9751	144	A
AT1G32740	AT1G32750	12105	1688	10519	100	A
AT1G08600	AT1G08610	12142	9952	2224	32	A
AT2G22125	AT2G22140	12652	8520	4155	21	A
AT2G25650	AT2G25660	13116	1579	12396	857	A
AT5G40440	AT5G40450	14260	3200	11239	177	A
AT1G21640	AT1G21650	15641	4294	11566	217	A
AT1G79270	AT1G79280	17503	4209	14004	708	A
AT1G08260	AT1G08270	18653	18039	1239	623	A
AT2G34100	AT2G34110	20938	13956	10767	3783	A
AT1G72080	AT1G09303	4	2627	251	4	C
AT5G15840	AT5G15845	4	2924	5211	4	C
AT4G26510	AT4G26488	5	6676	1540	5	D
AT1G01720	AT1G04043	6	1455	344	6	D
AT1G43830	AT1G43820	13	3745	72	13	D
AT2G46980	AT2G09770	15	4780	268	15	C
AT3G07060	AT3G07055	16	4608	86	16	D
AT4G00580	AT4G03665	16	2480	241	16	D
AT5G27030	AT5G04345	16	6667	355	16	C
AT3G25170	AT3G04875	17	1154	205	17	C
AT5G24280	AT5G03735	18	11384	204	18	C
AT5G56250	AT5G08455	18	4569	202	18	C
AT3G55390	AT3G08480	19	1057	237	19	D
AT5G08855	AT5G08850	21	483	87	21	D
AT4G06235	AT4G06250	23	423	94	23	C
AT1G18415	AT1G18430	23	2848	72	23	C
AT3G49920	AT3G49925	23	2355	74	23	C
AT1G31095	AT1G06407	26	867	491	26	D
AT5G64700	AT5G09245	27	2089	208	27	C
AT1G17360	AT1G05303	31	4820	262	31	D
AT4G21065	AT4G06980	33	2018	568	33	D
AT2G16016	AT2G06535	34	256	347	34	C
AT5G41315	AT5G06145	35	4198	538	35	D
AT1G80520	AT1G09977	38	1163	396	38	D
AT3G05050	AT3G01595	39	3340	272	39	C
AT4G08868	AT4G05645	39	836	581	39	D
AT5G20490	AT5G03155	39	11112	216	39	C
AT5G59010	AT5G08890	39	3284	235	39	C
AT2G38890	AT2G08980	40	1841	201	40	D
AT5G38790	AT5G05845	40	659	240	40	D
AT3G62200	AT3G09755	42	3024	217	42	C
AT1G32375	AT1G06543	43	1954	251	43	D
AT5G61550	AT5G09015	44	3849	212	44	D
AT4G29900	AT4G08255	45	8439	214	45	C
AT4G15250	AT4G06300	46	1760	238	46	C
AT4G09060	AT4G05695	47	2771	221	47	C
AT1G76760	AT1G09667	48	1480	350	48	C
AT4G26580	AT4G07665	48	2000	303	48	C
AT2G47000	AT2G09775	50	5458	210	50	C
AT4G14920	AT4G06285	50	5195	406	50	C
AT5G02390	AT5G00840	50	3694	312	50	C
AT4G11440	AT4G05880	52	3362	494	52	D
AT4G09355	AT4G05715	54	27	585	26	B
AT4G37670	AT4G09555	55	2933	646	55	C
AT1G05035	AT1G04313	56	1134	348	56	D
AT4G19440	AT4G06895	57	3933	219	57	C
AT2G33290	AT2G08565	59	3936	200	59	D
AT5G22608	AT5G03465	60	1492	204	60	D
AT1G67035	AT1G08877	63	981	299	63	D
AT5G51740	AT5G07785	65	2278	266	65	D
AT3G47540	AT3G07775	69	1667	616	69	D
AT5G63060	AT5G09140	70	1943	101	70	C
AT5G13220	AT5G02045	70	2292	306	70	D
AT1G64540	AT1G08703	77	1829	327	77	D
AT1G53541	AT1G07897	79	111	150	79	C
AT5G48440	AT5G07145	80	3118	534	80	C
AT1G29418	AT1G06227	85	672	524	85	D
AT2G28170	AT2G08240	86	3586	283	86	C
AT4G18830	AT4G06850	88	2109	354	88	D
AT1G14660	AT1G05113	89	4668	200	89	C
AT1G16480	AT1G05227	90	3315	291	90	C
AT5G07980	AT5G01455	90	6345	302	90	C
AT2G31960	AT2G08500	96	11369	347	96	D
AT1G06227	AT1G06243	97	524	81	80	A
AT4G04195	AT4G04185	100	238	101	100	A
AT3G19830	AT3G03905	100	5731	236	100	C
AT5G11190	AT5G01855	101	1437	343	101	D
AT4G27820	AT4G07905	103	3096	308	103	C
AT5G20480	AT5G03135	104	4393	380	104	D
AT1G72950	AT1G09357	107	1583	584	107	D
AT3G47740	AT3G07815	111	4608	205	111	D
AT3G15940	AT3G03195	112	3411	222	112	C
AT2G06835	AT2G06865	113	519	150	113	C
AT4G35300	AT4G09145	114	3423	332	114	C
AT3G51140	AT3G51135	115	2305	73	72	A
AT4G39990	AT4G09985	115	1412	209	115	D
AT4G27860	AT4G27852	116	2735	1885	116	D
AT3G23270	AT3G04435	117	4270	326	117	D
AT4G00695	AT4G03715	117	2384	304	117	D
AT1G02590	AT1G02600	121	624	72	71	A
AT4G25160	AT4G07345	123	4417	324	123	C
AT1G08827	AT1G08823	125	506	199	125	D
AT5G07070	AT5G01285	126	2112	423	126	C
AT4G21810	AT4G07030	127	2052	230	127	C
AT3G03685	AT3G03695	128	371	320	128	C
AT5G54490	AT5G08205	130	1021	214	130	D
AT5G02760	AT5G00875	131	1767	1270	131	D
AT3G42640	AT3G06425	134	4225	256	134	D
AT3G02395	AT3G11415	140	504	1002	140	C
AT5G23411	AT5G23410	141	147	1195	141	D
AT5G59260	AT5G08900	147	2297	265	147	C
AT4G34320	AT4G08965	150	3571	200	150	D
AT4G17840	AT4G06745	151	2206	388	151	C
AT4G10100	AT4G05760	153	781	200	153	D
AT5G25510	AT5G04015	153	2293	231	153	C
AT2G40130	AT2G09115	155	3571	496	155	D
AT5G40400	AT5G40395	156	2640	208	156	D
AT3G05035	AT3G01575	157	1171	348	157	C
AT1G71830	AT1G71828	157	3960	515	157	D
AT2G07595	AT2G22482	161	456	436	161	D
AT5G01155	AT5G01165	161	477	74	73	A
AT1G63350	AT1G08607	161	3298	603	161	C
AT4G09185	AT4G09195	162	241	199	162	C
AT4G30970	AT4G30975	163	5323	3652	163	C
AT4G12170	AT4G05975	164	1051	381	164	C
AT5G52670	AT5G07905	166	916	443	166	D
AT1G26700	AT1G06007	170	5060	208	170	D
AT4G00525	AT4G03655	170	1160	219	170	D
AT1G68877	AT1G09017	171	211	306	171	C
AT5G66620	AT5G09645	172	3920	366	172	D
AT1G08620	AT1G04657	174	7067	233	174	D
AT2G32660	AT2G08535	174	2599	365	174	C
AT5G08855	AT5G08860	177	483	87	86	A
AT1G65970	AT1G08803	177	896	201	177	C
AT4G06235	AT4G06245	179	423	94	93	A
AT1G32750	AT1G06613	179	10519	358	179	C
AT1G66930	AT1G08867	183	3384	247	183	D
AT5G07175	AT5G01345	184	1160	1108	184	C
AT5G41730	AT5G06185	187	3101	374	187	C
AT5G60570	AT5G08955	187	2210	210	187	D
AT5G63490	AT5G09165	190	3873	242	190	C
AT5G04670	AT5G00975	191	5662	511	191	C
AT1G62950	AT1G08583	192	3364	279	192	D
AT3G05580	AT3G01655	198	3104	285	198	C
AT3G48770	AT3G07995	198	8963	492	198	C
AT3G24750	AT3G04805	201	1806	279	201	D
AT1G05783	AT1G04427	202	1132	304	202	C
AT2G28990	AT2G08310	202	5090	209	202	D
AT2G10920	AT2G10921	202	427	1149	202	C
AT1G20840	AT1G05607	203	3555	298	203	C
AT3G01830	AT3G01055	204	3240	205	204	A
AT4G11547	AT4G05895	205	1193	308	205	C
AT3G47295	AT3G07705	205	414	265	205	D
AT4G03040	AT4G03038	206	2058	1175	206	D
AT3G05730	AT3G01735	209	1553	323	209	D
AT5G66052	AT5G09565	213	788	208	207	A
AT3G06895	AT3G06900	214	163	168	115	C
AT1G18860	AT1G05447	215	2601	237	215	D
AT2G30410	AT2G08385	219	2653	350	219	D
AT3G46666	AT3G46668	225	296	2777	225	C
AT1G06227	AT1G06237	227	524	77	76	A
AT5G17580	AT5G02745	228	2977	318	228	D
AT5G05275	AT5G05295	229	267	199	198	A
AT5G58570	AT5G08840	229	593	425	229	C
AT2G01870	AT2G04145	230	936	280	230	C
AT2G36590	AT2G08805	232	2668	215	214	A
AT3G09085	AT3G02095	232	608	241	232	D
